,Address,Price,Size,Max_occupancy
3440,16 Madison Square West - Space,To ask,"17,320",115
3441,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
3442,101 6th Avenue - 13th Floor,To ask,"15,599",103
3443,1250 Broadway - 14th Floor,To ask,"14,096",93
3444,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
3445,460 Park Avenue South - Space,To ask,"15,150",101
3446,175 Varick Street - 7th Floor,To ask,"16,910",112
3447,135 Madison Avenue - 8th Floor,To ask,"14,430",96
3448,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
3449,142 East 31st Street - 1st Floor,To ask,"14,000",93
3450,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
3451,96 Morton Street - 8th Floor,To ask,"15,395",102
3452,96 Morton Street - 6th Floor,To ask,"15,395",102
3453,44 Union Square - 4th Floor,To ask,"15,058",100
3454,44 Union Square - 3rd Floor,To ask,"15,029",100
3455,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
3456,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3457,185 Varick Street - Space,To ask,"14,750",98
3458,233 Park Avenue South - Space,To ask,"13,343",88
3459,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3460,61 9th Avenue - 7th Floor,To ask,"16,029",106
3461,61 9th Avenue - 9th Floor,To ask,"15,129",100
3462,61 9th Avenue - 6th Floor,To ask,"17,500",116
3463,61 9th Avenue - 8th Floor,To ask,"15,538",103
3464,5 Union Square West - 4th Floor,To ask,"14,533",96
3465,110 West 19th Street - Lower Level,To ask,"13,500",90
3466,446-448 West 14th Street - Space,To ask,"16,501",110
3467,130 Prince Street - 4th Floor,To ask,"16,118",107
3468,130 Prince Street - 3rd Floor,To ask,"16,202",108
3469,130 Prince Street - 5th Floor,To ask,"14,950",99
3470,718 Broadway - Space,To ask,"15,500",103
3471,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3472,130 Prince Street - 2nd Floor,To ask,"16,219",108
3473,13 Crosby Street - Space,To ask,"16,000",106
3474,610 Broadway - Space,To ask,"16,500",110
3475,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3476,137 Varick Street - 3rd Floor,To ask,"13,320",88
3477,837 Washington Street - 2nd Floor,To ask,"12,946",86
3478,451 Broadway - 2nd Floor,To ask,"17,191",114
3479,85 5th Avenue - Space,To ask,"14,519",96
3480,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3481,185 Varick Street - Space,To ask,"14,750",98
3482,233 Park Avenue South - Space,To ask,"13,343",88
3483,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3484,61 9th Avenue - 7th Floor,To ask,"16,029",106
3485,61 9th Avenue - 9th Floor,To ask,"15,129",100
3486,61 9th Avenue - 6th Floor,To ask,"17,500",116
3487,61 9th Avenue - 8th Floor,To ask,"15,538",103
3488,5 Union Square West - 4th Floor,To ask,"14,533",96
3489,110 West 19th Street - Lower Level,To ask,"13,500",90
3490,446-448 West 14th Street - Space,To ask,"16,501",110
3491,130 Prince Street - 4th Floor,To ask,"16,118",107
3492,130 Prince Street - 3rd Floor,To ask,"16,202",108
3493,130 Prince Street - 5th Floor,To ask,"14,950",99
3494,718 Broadway - Space,To ask,"15,500",103
3495,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3496,130 Prince Street - 2nd Floor,To ask,"16,219",108
3497,13 Crosby Street - Space,To ask,"16,000",106
3498,610 Broadway - Space,To ask,"16,500",110
3499,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3500,137 Varick Street - 3rd Floor,To ask,"13,320",88
3501,837 Washington Street - 2nd Floor,To ask,"12,946",86
3502,451 Broadway - 2nd Floor,To ask,"17,191",114
3503,85 5th Avenue - Space,To ask,"14,519",96
3504,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3505,185 Varick Street - Space,To ask,"14,750",98
3506,233 Park Avenue South - Space,To ask,"13,343",88
3507,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3508,61 9th Avenue - 7th Floor,To ask,"16,029",106
3509,61 9th Avenue - 9th Floor,To ask,"15,129",100
3510,61 9th Avenue - 6th Floor,To ask,"17,500",116
3511,61 9th Avenue - 8th Floor,To ask,"15,538",103
3512,5 Union Square West - 4th Floor,To ask,"14,533",96
3513,110 West 19th Street - Lower Level,To ask,"13,500",90
3514,446-448 West 14th Street - Space,To ask,"16,501",110
3515,130 Prince Street - 4th Floor,To ask,"16,118",107
3516,130 Prince Street - 3rd Floor,To ask,"16,202",108
3517,130 Prince Street - 5th Floor,To ask,"14,950",99
3518,718 Broadway - Space,To ask,"15,500",103
3519,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3520,130 Prince Street - 2nd Floor,To ask,"16,219",108
3521,13 Crosby Street - Space,To ask,"16,000",106
3522,610 Broadway - Space,To ask,"16,500",110
3523,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3524,137 Varick Street - 3rd Floor,To ask,"13,320",88
3525,837 Washington Street - 2nd Floor,To ask,"12,946",86
3526,451 Broadway - 2nd Floor,To ask,"17,191",114
3527,85 5th Avenue - Space,To ask,"14,519",96
3528,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3529,185 Varick Street - Space,To ask,"14,750",98
3530,233 Park Avenue South - Space,To ask,"13,343",88
3531,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3532,61 9th Avenue - 7th Floor,To ask,"16,029",106
3533,61 9th Avenue - 9th Floor,To ask,"15,129",100
3534,61 9th Avenue - 6th Floor,To ask,"17,500",116
3535,61 9th Avenue - 8th Floor,To ask,"15,538",103
3536,5 Union Square West - 4th Floor,To ask,"14,533",96
3537,110 West 19th Street - Lower Level,To ask,"13,500",90
3538,446-448 West 14th Street - Space,To ask,"16,501",110
3539,130 Prince Street - 4th Floor,To ask,"16,118",107
3540,130 Prince Street - 3rd Floor,To ask,"16,202",108
3541,130 Prince Street - 5th Floor,To ask,"14,950",99
3542,718 Broadway - Space,To ask,"15,500",103
3543,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3544,130 Prince Street - 2nd Floor,To ask,"16,219",108
3545,13 Crosby Street - Space,To ask,"16,000",106
3546,610 Broadway - Space,To ask,"16,500",110
3547,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3548,137 Varick Street - 3rd Floor,To ask,"13,320",88
3549,837 Washington Street - 2nd Floor,To ask,"12,946",86
3550,451 Broadway - 2nd Floor,To ask,"17,191",114
3551,85 5th Avenue - Space,To ask,"14,519",96
3552,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3553,185 Varick Street - Space,To ask,"14,750",98
3554,233 Park Avenue South - Space,To ask,"13,343",88
3555,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3556,61 9th Avenue - 7th Floor,To ask,"16,029",106
3557,61 9th Avenue - 9th Floor,To ask,"15,129",100
3558,61 9th Avenue - 6th Floor,To ask,"17,500",116
3559,61 9th Avenue - 8th Floor,To ask,"15,538",103
3560,5 Union Square West - 4th Floor,To ask,"14,533",96
3561,110 West 19th Street - Lower Level,To ask,"13,500",90
3562,446-448 West 14th Street - Space,To ask,"16,501",110
3563,130 Prince Street - 4th Floor,To ask,"16,118",107
3564,130 Prince Street - 3rd Floor,To ask,"16,202",108
3565,130 Prince Street - 5th Floor,To ask,"14,950",99
3566,718 Broadway - Space,To ask,"15,500",103
3567,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3568,130 Prince Street - 2nd Floor,To ask,"16,219",108
3569,13 Crosby Street - Space,To ask,"16,000",106
3570,610 Broadway - Space,To ask,"16,500",110
3571,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3572,137 Varick Street - 3rd Floor,To ask,"13,320",88
3573,837 Washington Street - 2nd Floor,To ask,"12,946",86
3574,451 Broadway - 2nd Floor,To ask,"17,191",114
3575,85 5th Avenue - Space,To ask,"14,519",96
3576,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3577,185 Varick Street - Space,To ask,"14,750",98
3578,233 Park Avenue South - Space,To ask,"13,343",88
3579,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3580,61 9th Avenue - 7th Floor,To ask,"16,029",106
3581,61 9th Avenue - 9th Floor,To ask,"15,129",100
3582,61 9th Avenue - 6th Floor,To ask,"17,500",116
3583,61 9th Avenue - 8th Floor,To ask,"15,538",103
3584,5 Union Square West - 4th Floor,To ask,"14,533",96
3585,110 West 19th Street - Lower Level,To ask,"13,500",90
3586,446-448 West 14th Street - Space,To ask,"16,501",110
3587,130 Prince Street - 4th Floor,To ask,"16,118",107
3588,130 Prince Street - 3rd Floor,To ask,"16,202",108
3589,130 Prince Street - 5th Floor,To ask,"14,950",99
3590,718 Broadway - Space,To ask,"15,500",103
3591,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3592,130 Prince Street - 2nd Floor,To ask,"16,219",108
3593,13 Crosby Street - Space,To ask,"16,000",106
3594,610 Broadway - Space,To ask,"16,500",110
3595,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3596,137 Varick Street - 3rd Floor,To ask,"13,320",88
3597,837 Washington Street - 2nd Floor,To ask,"12,946",86
3598,451 Broadway - 2nd Floor,To ask,"17,191",114
3599,85 5th Avenue - Space,To ask,"14,519",96
3600,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3601,185 Varick Street - Space,To ask,"14,750",98
3602,233 Park Avenue South - Space,To ask,"13,343",88
3603,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3604,61 9th Avenue - 7th Floor,To ask,"16,029",106
3605,61 9th Avenue - 9th Floor,To ask,"15,129",100
3606,61 9th Avenue - 6th Floor,To ask,"17,500",116
3607,61 9th Avenue - 8th Floor,To ask,"15,538",103
3608,5 Union Square West - 4th Floor,To ask,"14,533",96
3609,110 West 19th Street - Lower Level,To ask,"13,500",90
3610,446-448 West 14th Street - Space,To ask,"16,501",110
3611,130 Prince Street - 4th Floor,To ask,"16,118",107
3612,130 Prince Street - 3rd Floor,To ask,"16,202",108
3613,130 Prince Street - 5th Floor,To ask,"14,950",99
3614,718 Broadway - Space,To ask,"15,500",103
3615,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3616,130 Prince Street - 2nd Floor,To ask,"16,219",108
3617,13 Crosby Street - Space,To ask,"16,000",106
3618,610 Broadway - Space,To ask,"16,500",110
3619,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3620,137 Varick Street - 3rd Floor,To ask,"13,320",88
3621,837 Washington Street - 2nd Floor,To ask,"12,946",86
3622,451 Broadway - 2nd Floor,To ask,"17,191",114
3623,85 5th Avenue - Space,To ask,"14,519",96
3624,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3625,185 Varick Street - Space,To ask,"14,750",98
3626,233 Park Avenue South - Space,To ask,"13,343",88
3627,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3628,61 9th Avenue - 7th Floor,To ask,"16,029",106
3629,61 9th Avenue - 9th Floor,To ask,"15,129",100
3630,61 9th Avenue - 6th Floor,To ask,"17,500",116
3631,61 9th Avenue - 8th Floor,To ask,"15,538",103
3632,5 Union Square West - 4th Floor,To ask,"14,533",96
3633,110 West 19th Street - Lower Level,To ask,"13,500",90
3634,446-448 West 14th Street - Space,To ask,"16,501",110
3635,130 Prince Street - 4th Floor,To ask,"16,118",107
3636,130 Prince Street - 3rd Floor,To ask,"16,202",108
3637,130 Prince Street - 5th Floor,To ask,"14,950",99
3638,718 Broadway - Space,To ask,"15,500",103
3639,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3640,130 Prince Street - 2nd Floor,To ask,"16,219",108
3641,13 Crosby Street - Space,To ask,"16,000",106
3642,610 Broadway - Space,To ask,"16,500",110
3643,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3644,137 Varick Street - 3rd Floor,To ask,"13,320",88
3645,837 Washington Street - 2nd Floor,To ask,"12,946",86
3646,451 Broadway - 2nd Floor,To ask,"17,191",114
3647,85 5th Avenue - Space,To ask,"14,519",96
3648,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3649,185 Varick Street - Space,To ask,"14,750",98
3650,233 Park Avenue South - Space,To ask,"13,343",88
3651,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3652,61 9th Avenue - 7th Floor,To ask,"16,029",106
3653,61 9th Avenue - 9th Floor,To ask,"15,129",100
3654,61 9th Avenue - 6th Floor,To ask,"17,500",116
3655,61 9th Avenue - 8th Floor,To ask,"15,538",103
3656,5 Union Square West - 4th Floor,To ask,"14,533",96
3657,110 West 19th Street - Lower Level,To ask,"13,500",90
3658,446-448 West 14th Street - Space,To ask,"16,501",110
3659,130 Prince Street - 4th Floor,To ask,"16,118",107
3660,130 Prince Street - 3rd Floor,To ask,"16,202",108
3661,130 Prince Street - 5th Floor,To ask,"14,950",99
3662,718 Broadway - Space,To ask,"15,500",103
3663,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3664,130 Prince Street - 2nd Floor,To ask,"16,219",108
3665,13 Crosby Street - Space,To ask,"16,000",106
3666,610 Broadway - Space,To ask,"16,500",110
3667,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3668,137 Varick Street - 3rd Floor,To ask,"13,320",88
3669,837 Washington Street - 2nd Floor,To ask,"12,946",86
3670,451 Broadway - 2nd Floor,To ask,"17,191",114
3671,85 5th Avenue - Space,To ask,"14,519",96
3672,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3673,185 Varick Street - Space,To ask,"14,750",98
3674,233 Park Avenue South - Space,To ask,"13,343",88
3675,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3676,61 9th Avenue - 7th Floor,To ask,"16,029",106
3677,61 9th Avenue - 9th Floor,To ask,"15,129",100
3678,61 9th Avenue - 6th Floor,To ask,"17,500",116
3679,61 9th Avenue - 8th Floor,To ask,"15,538",103
3680,5 Union Square West - 4th Floor,To ask,"14,533",96
3681,110 West 19th Street - Lower Level,To ask,"13,500",90
3682,446-448 West 14th Street - Space,To ask,"16,501",110
3683,130 Prince Street - 4th Floor,To ask,"16,118",107
3684,130 Prince Street - 3rd Floor,To ask,"16,202",108
3685,130 Prince Street - 5th Floor,To ask,"14,950",99
3686,718 Broadway - Space,To ask,"15,500",103
3687,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3688,130 Prince Street - 2nd Floor,To ask,"16,219",108
3689,13 Crosby Street - Space,To ask,"16,000",106
3690,610 Broadway - Space,To ask,"16,500",110
3691,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3692,137 Varick Street - 3rd Floor,To ask,"13,320",88
3693,837 Washington Street - 2nd Floor,To ask,"12,946",86
3694,451 Broadway - 2nd Floor,To ask,"17,191",114
3695,85 5th Avenue - Space,To ask,"14,519",96
3696,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3697,185 Varick Street - Space,To ask,"14,750",98
3698,233 Park Avenue South - Space,To ask,"13,343",88
3699,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3700,61 9th Avenue - 7th Floor,To ask,"16,029",106
3701,61 9th Avenue - 9th Floor,To ask,"15,129",100
3702,61 9th Avenue - 6th Floor,To ask,"17,500",116
3703,61 9th Avenue - 8th Floor,To ask,"15,538",103
3704,5 Union Square West - 4th Floor,To ask,"14,533",96
3705,110 West 19th Street - Lower Level,To ask,"13,500",90
3706,446-448 West 14th Street - Space,To ask,"16,501",110
3707,130 Prince Street - 4th Floor,To ask,"16,118",107
3708,130 Prince Street - 3rd Floor,To ask,"16,202",108
3709,130 Prince Street - 5th Floor,To ask,"14,950",99
3710,718 Broadway - Space,To ask,"15,500",103
3711,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3712,130 Prince Street - 2nd Floor,To ask,"16,219",108
3713,13 Crosby Street - Space,To ask,"16,000",106
3714,610 Broadway - Space,To ask,"16,500",110
3715,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3716,137 Varick Street - 3rd Floor,To ask,"13,320",88
3717,837 Washington Street - 2nd Floor,To ask,"12,946",86
3718,451 Broadway - 2nd Floor,To ask,"17,191",114
3719,85 5th Avenue - Space,To ask,"14,519",96
3720,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3721,185 Varick Street - Space,To ask,"14,750",98
3722,233 Park Avenue South - Space,To ask,"13,343",88
3723,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3724,61 9th Avenue - 7th Floor,To ask,"16,029",106
3725,61 9th Avenue - 9th Floor,To ask,"15,129",100
3726,61 9th Avenue - 6th Floor,To ask,"17,500",116
3727,61 9th Avenue - 8th Floor,To ask,"15,538",103
3728,5 Union Square West - 4th Floor,To ask,"14,533",96
3729,110 West 19th Street - Lower Level,To ask,"13,500",90
3730,446-448 West 14th Street - Space,To ask,"16,501",110
3731,130 Prince Street - 4th Floor,To ask,"16,118",107
3732,130 Prince Street - 3rd Floor,To ask,"16,202",108
3733,130 Prince Street - 5th Floor,To ask,"14,950",99
3734,718 Broadway - Space,To ask,"15,500",103
3735,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3736,130 Prince Street - 2nd Floor,To ask,"16,219",108
3737,13 Crosby Street - Space,To ask,"16,000",106
3738,610 Broadway - Space,To ask,"16,500",110
3739,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3740,137 Varick Street - 3rd Floor,To ask,"13,320",88
3741,837 Washington Street - 2nd Floor,To ask,"12,946",86
3742,451 Broadway - 2nd Floor,To ask,"17,191",114
3743,85 5th Avenue - Space,To ask,"14,519",96
3744,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3745,185 Varick Street - Space,To ask,"14,750",98
3746,233 Park Avenue South - Space,To ask,"13,343",88
3747,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3748,61 9th Avenue - 7th Floor,To ask,"16,029",106
3749,61 9th Avenue - 9th Floor,To ask,"15,129",100
3750,61 9th Avenue - 6th Floor,To ask,"17,500",116
3751,61 9th Avenue - 8th Floor,To ask,"15,538",103
3752,5 Union Square West - 4th Floor,To ask,"14,533",96
3753,110 West 19th Street - Lower Level,To ask,"13,500",90
3754,446-448 West 14th Street - Space,To ask,"16,501",110
3755,130 Prince Street - 4th Floor,To ask,"16,118",107
3756,130 Prince Street - 3rd Floor,To ask,"16,202",108
3757,130 Prince Street - 5th Floor,To ask,"14,950",99
3758,718 Broadway - Space,To ask,"15,500",103
3759,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3760,130 Prince Street - 2nd Floor,To ask,"16,219",108
3761,13 Crosby Street - Space,To ask,"16,000",106
3762,610 Broadway - Space,To ask,"16,500",110
3763,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3764,137 Varick Street - 3rd Floor,To ask,"13,320",88
3765,837 Washington Street - 2nd Floor,To ask,"12,946",86
3766,451 Broadway - 2nd Floor,To ask,"17,191",114
3767,85 5th Avenue - Space,To ask,"14,519",96
3768,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3769,185 Varick Street - Space,To ask,"14,750",98
3770,233 Park Avenue South - Space,To ask,"13,343",88
3771,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3772,61 9th Avenue - 7th Floor,To ask,"16,029",106
3773,61 9th Avenue - 9th Floor,To ask,"15,129",100
3774,61 9th Avenue - 6th Floor,To ask,"17,500",116
3775,61 9th Avenue - 8th Floor,To ask,"15,538",103
3776,5 Union Square West - 4th Floor,To ask,"14,533",96
3777,110 West 19th Street - Lower Level,To ask,"13,500",90
3778,446-448 West 14th Street - Space,To ask,"16,501",110
3779,130 Prince Street - 4th Floor,To ask,"16,118",107
3780,130 Prince Street - 3rd Floor,To ask,"16,202",108
3781,130 Prince Street - 5th Floor,To ask,"14,950",99
3782,718 Broadway - Space,To ask,"15,500",103
3783,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3784,130 Prince Street - 2nd Floor,To ask,"16,219",108
3785,13 Crosby Street - Space,To ask,"16,000",106
3786,610 Broadway - Space,To ask,"16,500",110
3787,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3788,137 Varick Street - 3rd Floor,To ask,"13,320",88
3789,837 Washington Street - 2nd Floor,To ask,"12,946",86
3790,451 Broadway - 2nd Floor,To ask,"17,191",114
3791,85 5th Avenue - Space,To ask,"14,519",96
3792,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3793,185 Varick Street - Space,To ask,"14,750",98
3794,233 Park Avenue South - Space,To ask,"13,343",88
3795,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3796,61 9th Avenue - 7th Floor,To ask,"16,029",106
3797,61 9th Avenue - 9th Floor,To ask,"15,129",100
3798,61 9th Avenue - 6th Floor,To ask,"17,500",116
3799,61 9th Avenue - 8th Floor,To ask,"15,538",103
3800,5 Union Square West - 4th Floor,To ask,"14,533",96
3801,110 West 19th Street - Lower Level,To ask,"13,500",90
3802,446-448 West 14th Street - Space,To ask,"16,501",110
3803,130 Prince Street - 4th Floor,To ask,"16,118",107
3804,130 Prince Street - 3rd Floor,To ask,"16,202",108
3805,130 Prince Street - 5th Floor,To ask,"14,950",99
3806,718 Broadway - Space,To ask,"15,500",103
3807,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3808,130 Prince Street - 2nd Floor,To ask,"16,219",108
3809,13 Crosby Street - Space,To ask,"16,000",106
3810,610 Broadway - Space,To ask,"16,500",110
3811,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3812,137 Varick Street - 3rd Floor,To ask,"13,320",88
3813,837 Washington Street - 2nd Floor,To ask,"12,946",86
3814,451 Broadway - 2nd Floor,To ask,"17,191",114
3815,85 5th Avenue - Space,To ask,"14,519",96
3816,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3817,185 Varick Street - Space,To ask,"14,750",98
3818,233 Park Avenue South - Space,To ask,"13,343",88
3819,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3820,61 9th Avenue - 7th Floor,To ask,"16,029",106
3821,61 9th Avenue - 9th Floor,To ask,"15,129",100
3822,61 9th Avenue - 6th Floor,To ask,"17,500",116
3823,61 9th Avenue - 8th Floor,To ask,"15,538",103
3824,5 Union Square West - 4th Floor,To ask,"14,533",96
3825,110 West 19th Street - Lower Level,To ask,"13,500",90
3826,446-448 West 14th Street - Space,To ask,"16,501",110
3827,130 Prince Street - 4th Floor,To ask,"16,118",107
3828,130 Prince Street - 3rd Floor,To ask,"16,202",108
3829,130 Prince Street - 5th Floor,To ask,"14,950",99
3830,718 Broadway - Space,To ask,"15,500",103
3831,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3832,130 Prince Street - 2nd Floor,To ask,"16,219",108
3833,13 Crosby Street - Space,To ask,"16,000",106
3834,610 Broadway - Space,To ask,"16,500",110
3835,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3836,137 Varick Street - 3rd Floor,To ask,"13,320",88
3837,837 Washington Street - 2nd Floor,To ask,"12,946",86
3838,451 Broadway - 2nd Floor,To ask,"17,191",114
3839,85 5th Avenue - Space,To ask,"14,519",96
3840,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3841,185 Varick Street - Space,To ask,"14,750",98
3842,233 Park Avenue South - Space,To ask,"13,343",88
3843,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3844,61 9th Avenue - 7th Floor,To ask,"16,029",106
3845,61 9th Avenue - 9th Floor,To ask,"15,129",100
3846,61 9th Avenue - 6th Floor,To ask,"17,500",116
3847,61 9th Avenue - 8th Floor,To ask,"15,538",103
3848,5 Union Square West - 4th Floor,To ask,"14,533",96
3849,110 West 19th Street - Lower Level,To ask,"13,500",90
3850,446-448 West 14th Street - Space,To ask,"16,501",110
3851,130 Prince Street - 4th Floor,To ask,"16,118",107
3852,130 Prince Street - 3rd Floor,To ask,"16,202",108
3853,130 Prince Street - 5th Floor,To ask,"14,950",99
3854,718 Broadway - Space,To ask,"15,500",103
3855,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3856,130 Prince Street - 2nd Floor,To ask,"16,219",108
3857,13 Crosby Street - Space,To ask,"16,000",106
3858,610 Broadway - Space,To ask,"16,500",110
3859,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3860,137 Varick Street - 3rd Floor,To ask,"13,320",88
3861,837 Washington Street - 2nd Floor,To ask,"12,946",86
3862,451 Broadway - 2nd Floor,To ask,"17,191",114
3863,85 5th Avenue - Space,To ask,"14,519",96
3864,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3865,185 Varick Street - Space,To ask,"14,750",98
3866,233 Park Avenue South - Space,To ask,"13,343",88
3867,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3868,61 9th Avenue - 7th Floor,To ask,"16,029",106
3869,61 9th Avenue - 9th Floor,To ask,"15,129",100
3870,61 9th Avenue - 6th Floor,To ask,"17,500",116
3871,61 9th Avenue - 8th Floor,To ask,"15,538",103
3872,5 Union Square West - 4th Floor,To ask,"14,533",96
3873,110 West 19th Street - Lower Level,To ask,"13,500",90
3874,446-448 West 14th Street - Space,To ask,"16,501",110
3875,130 Prince Street - 4th Floor,To ask,"16,118",107
3876,130 Prince Street - 3rd Floor,To ask,"16,202",108
3877,130 Prince Street - 5th Floor,To ask,"14,950",99
3878,718 Broadway - Space,To ask,"15,500",103
3879,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3880,130 Prince Street - 2nd Floor,To ask,"16,219",108
3881,13 Crosby Street - Space,To ask,"16,000",106
3882,610 Broadway - Space,To ask,"16,500",110
3883,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3884,137 Varick Street - 3rd Floor,To ask,"13,320",88
3885,837 Washington Street - 2nd Floor,To ask,"12,946",86
3886,451 Broadway - 2nd Floor,To ask,"17,191",114
3887,85 5th Avenue - Space,To ask,"14,519",96
3888,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3889,185 Varick Street - Space,To ask,"14,750",98
3890,233 Park Avenue South - Space,To ask,"13,343",88
3891,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3892,61 9th Avenue - 7th Floor,To ask,"16,029",106
3893,61 9th Avenue - 9th Floor,To ask,"15,129",100
3894,61 9th Avenue - 6th Floor,To ask,"17,500",116
3895,61 9th Avenue - 8th Floor,To ask,"15,538",103
3896,5 Union Square West - 4th Floor,To ask,"14,533",96
3897,110 West 19th Street - Lower Level,To ask,"13,500",90
3898,446-448 West 14th Street - Space,To ask,"16,501",110
3899,130 Prince Street - 4th Floor,To ask,"16,118",107
3900,130 Prince Street - 3rd Floor,To ask,"16,202",108
3901,130 Prince Street - 5th Floor,To ask,"14,950",99
3902,718 Broadway - Space,To ask,"15,500",103
3903,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3904,130 Prince Street - 2nd Floor,To ask,"16,219",108
3905,13 Crosby Street - Space,To ask,"16,000",106
3906,610 Broadway - Space,To ask,"16,500",110
3907,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3908,137 Varick Street - 3rd Floor,To ask,"13,320",88
3909,837 Washington Street - 2nd Floor,To ask,"12,946",86
3910,451 Broadway - 2nd Floor,To ask,"17,191",114
3911,85 5th Avenue - Space,To ask,"14,519",96
3912,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3913,185 Varick Street - Space,To ask,"14,750",98
3914,233 Park Avenue South - Space,To ask,"13,343",88
3915,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3916,61 9th Avenue - 7th Floor,To ask,"16,029",106
3917,61 9th Avenue - 9th Floor,To ask,"15,129",100
3918,61 9th Avenue - 6th Floor,To ask,"17,500",116
3919,61 9th Avenue - 8th Floor,To ask,"15,538",103
3920,5 Union Square West - 4th Floor,To ask,"14,533",96
3921,110 West 19th Street - Lower Level,To ask,"13,500",90
3922,446-448 West 14th Street - Space,To ask,"16,501",110
